1119575.scaffolds.fasta,1119564.scaffolds.fasta,1119565.scaffolds.fasta,1119566.scaffolds.fasta,1119567.scaffolds.fasta,1119568.scaffolds.fasta,1119569.scaffolds.fasta,1119570.scaffolds.fasta,1119571.scaffolds.fasta,1119572.scaffolds.fasta,11254.5.198435.CGATGT.fastq.gz.abundtrim,11254.5.198435.TTAGGC.fastq.gz.abundtrim,11254.6.198438.TGACCA.fastq.gz.abundtrim,11231.4.197613.ATGTCA.fastq.gz.abundtrim,11231.4.197613.CCGTCC.fastq.gz.abundtrim,11231.5.197616.GTAGAG.fastq.gz.abundtrim,11231.5.197616.GTCCGC.fastq.gz.abundtrim,11231.6.197619.GTGAAA.fastq.gz.abundtrim,11231.6.197619.GTGGCC.fastq.gz.abundtrim,11231.7.197622.GTTTCG.fastq.gz.abundtrim,11231.7.197622.CGTACG.fastq.gz.abundtrim,11231.8.197625.GAGTGG.fastq.gz.abundtrim,FG1.fastq.gz.abundtrim,FG2.fastq.gz.abundtrim,FG3.fastq.gz.abundtrim
0.0881458324532128,0.0736196319018405,0.22804126503984287,0.16481722583875813,0.012529622938126189,0.010191953408212991,0.04305068585839946,0.052800876502977864,0.05065101631066136,0.025941807044410414,0.09994903066143464,0.08331803663864312,0.0827415890694632,0.06636865117889207,1.0,0.14519119128108743,0.013326381912742716,0.013869873206738496,0.024690016493645096,0.04006096330994912,0.032433537533678454,0.021773194930671272,0.011768082663605052,0.017850847674903053,0.013655694856687193
0.09719702183570043,0.06991120720418145,0.1640011326334777,0.30148165233341023,0.015019275250578258,0.008069978518762216,0.09371355121277761,0.087809518360107,0.08314786241926894,0.05127571698768672,0.1551885620352849,0.13490301806264765,0.11157144779427908,0.06662762511212092,0.14519119128108743,1.0,0.01727961949417688,0.016852343059239612,0.050959864517580736,0.06332912622240786,0.05017098300487891,0.039623551192795016,0.011435900752333528,0.01731552030059493,0.01337629897163619
0.011163233311576213,0.004687026582489813,0.011230457235833706,0.013908552400584431,0.2593869179455591,0.0426828882319802,0.047593901981803105,0.035743685915390046,0.03600580403351971,0.03411677504481441,0.018414414869650536,0.017350861244182048,0.013598721216894477,0.007113826144789024,0.013326381912742716,0.01727961949417688,1.0,0.039195401786311486,0.051556410842260744,0.05060308815352372,0.02850092572197384,0.030488832832782833,0.0002526855943294761,0.00029753614747664027,0.00022694704352844294
0.008126195028680689,0.005298155298155298,0.009973371589156047,0.01459927877539005,0.06170174337097593,0.1609410910850369,0.050933882421609004,0.04680906789279166,0.07756107693079022,0.03604274611398964,0.01897221568165764,0.01599611358918871,0.01305564825345801,0.0075969671540706525,0.013869873206738496,0.016852343059239612,0.039195401786311486,1.0,0.030357121464425624,0.043170415364661464,0.05163930377558503,0.02664299099198196,0.0008181010705436866,0.0009868125953171258,0.0009950365236935756
0.005572719508208822,0.001137589591856354,0.004098088410381143,0.024033731553056922,0.04464616435522588,0.018699317974330058,0.26182701542285747,0.09555053485798598,0.09098667572229024,0.08663621124040508,0.0761300938921692,0.07524799824649382,0.029055135153488017,0.010078816432565717,0.024690016493645096,0.050959864517580736,0.051556410842260744,0.030357121464425624,1.0,0.08294409538164513,0.06610747428242572,0.07731613106815265,0.00016172025741403731,0.00024051996042353377,0.00022323172569285548
0.02221334861883079,0.013028148360564923,0.024375054492009916,0.04120809269550688,0.058933545335476234,0.03623064588207461,0.12749846792061473,0.4205522235427434,0.25164457188032824,0.1305057874095531,0.08244975106029873,0.07834179732257039,0.04399158663385983,0.020251620439767193,0.04006096330994912,0.06332912622240786,0.05060308815352372,0.043170415364661464,0.08294409538164513,1.0,0.17184530218420133,0.11527904849039342,0.008819018404907975,0.014072586333134055,0.009490697881736579
0.015260997465385305,0.009591046398339315,0.018080693905155574,0.030345778139569304,0.029795499683537396,0.0458312846807614,0.09118236924532978,0.19325094835811865,0.34484187266952077,0.08512193801108363,0.06474656525548533,0.06419732373930848,0.032954518493914446,0.01543447305104997,0.032433537533678454,0.05017098300487891,0.02850092572197384,0.05163930377558503,0.06610747428242572,0.17184530218420133,1.0,0.08662513698689868,0.007721497095536995,0.012557719333467176,0.008352559499253872
0.010593253441244942,0.006038456264700609,0.00945726800139434,0.024202034373903895,0.03180999180999181,0.02033220905274955,0.10336166359998832,0.13131659395823453,0.12005883684091423,0.2472823224847971,0.05084785323327926,0.04841046484046952,0.025224000133482388,0.011171460849917441,0.021773194930671272,0.039623551192795016,0.030488832832782833,0.02664299099198196,0.07731613106815265,0.11527904849039342,0.08662513698689868,1.0,0.0030421341064966584,0.004908756466342653,0.0033805511122837685
0.043814726300216225,0.053500244772361705,0.04015527280569334,0.0297987364033088,0.0004916091260530491,0.000983341045812124,0.00029438316913294344,0.016807508809130314,0.01870564859494749,0.004073153843020651,0.008587083061871855,0.00538616333822582,0.011547344110854504,0.013979297833742396,0.011768082663605052,0.011435900752333528,0.0002526855943294761,0.0008181010705436866,0.00016172025741403731,0.008819018404907975,0.007721497095536995,0.0030421341064966584,1.0,0.20729344729344729,0.26906661718315084
0.05598539093661396,0.06621798893515086,0.05514146638271981,0.04228142278466042,0.0005374454802902206,0.0011477212950121946,0.0004947592171809719,0.026250279496161585,0.029221887070577476,0.00604401870224655,0.012765034546149318,0.00817534389125557,0.01687199083973678,0.02032506646027526,0.017850847674903053,0.01731552030059493,0.00029753614747664027,0.0009868125953171258,0.00024051996042353377,0.014072586333134055,0.012557719333467176,0.004908756466342653,0.20729344729344729,1.0,0.23981525343439128
0.049723438580318045,0.0616117111995452,0.047458959133775756,0.03537146614069691,0.00031366223058654837,0.0016908635065010786,0.0005313182596375229,0.017905732962186845,0.02039276000056963,0.0044527053248636615,0.009635149023638233,0.006045973341846915,0.01301841983317887,0.01596628149947315,0.013655694856687193,0.01337629897163619,0.00022694704352844294,0.0009950365236935756,0.00022323172569285548,0.009490697881736579,0.008352559499253872,0.0033805511122837685,0.26906661718315084,0.23981525343439128,1.0
