1119575.scaffolds.fasta,1119564.scaffolds.fasta,1119565.scaffolds.fasta,1119566.scaffolds.fasta,1119567.scaffolds.fasta,1119568.scaffolds.fasta,1119569.scaffolds.fasta,1119570.scaffolds.fasta,1119571.scaffolds.fasta,1119572.scaffolds.fasta,11254.5.198435.CGATGT.fastq.gz.abundtrim,11254.5.198435.TTAGGC.fastq.gz.abundtrim,11254.6.198438.TGACCA.fastq.gz.abundtrim,11231.4.197613.ATGTCA.fastq.gz.abundtrim,11231.4.197613.CCGTCC.fastq.gz.abundtrim,11231.5.197616.GTAGAG.fastq.gz.abundtrim,11231.5.197616.GTCCGC.fastq.gz.abundtrim,11231.6.197619.GTGAAA.fastq.gz.abundtrim,11231.6.197619.GTGGCC.fastq.gz.abundtrim,11231.7.197622.GTTTCG.fastq.gz.abundtrim,11231.7.197622.CGTACG.fastq.gz.abundtrim,11231.8.197625.GAGTGG.fastq.gz.abundtrim,FG1.fastq.gz.abundtrim,FG2.fastq.gz.abundtrim,FG3.fastq.gz.abundtrim
1.0,0.2938643702906351,0.2512249286192675,0.21736545593522633,0.022506691916892765,0.014070067522183335,0.013590623120316031,0.03774556293185205,0.03199305038471085,0.02003698100521096,0.10730543433899475,0.0667811473851861,0.2161657783550559,0.11172158195029178,0.0881458324532128,0.09719702183570043,0.011163233311576213,0.008126195028680689,0.005572719508208822,0.02221334861883079,0.015260997465385305,0.010593253441244942,0.043814726300216225,0.05598539093661396,0.049723438580318045
0.2938643702906351,1.0,0.22164498881346933,0.17026103352778268,0.011458851436660672,0.012635522959183673,0.002120656894679696,0.022966373657039206,0.020296593391153292,0.010420700580883646,0.08677633391982702,0.058836807860841854,0.09843482170455503,0.20895688662779902,0.0736196319018405,0.06991120720418145,0.004687026582489813,0.005298155298155298,0.001137589591856354,0.013028148360564923,0.009591046398339315,0.006038456264700609,0.053500244772361705,0.06621798893515086,0.0616117111995452
0.2512249286192675,0.22164498881346933,1.0,0.3787810256120314,0.020584745204034544,0.018925392554040868,0.00911030130655053,0.038662328818945296,0.035587022847427624,0.014162317248115251,0.08956958168964574,0.05701061187627004,0.10640132922390066,0.10182736591888278,0.22804126503984287,0.1640011326334777,0.011230457235833706,0.009973371589156047,0.004098088410381143,0.024375054492009916,0.018080693905155574,0.00945726800139434,0.04015527280569334,0.05514146638271981,0.047458959133775756
0.21736545593522633,0.17026103352778268,0.3787810256120314,1.0,0.021029411764705883,0.01484956950759408,0.06080711450253188,0.06929291246772716,0.06376993844728307,0.044014059654719724,0.12690316903074406,0.09030156262580594,0.1255836610548077,0.09453863164243115,0.16481722583875813,0.30148165233341023,0.013908552400584431,0.01459927877539005,0.024033731553056922,0.04120809269550688,0.030345778139569304,0.024202034373903895,0.0297987364033088,0.04228142278466042,0.03537146614069691
0.022506691916892765,0.011458851436660672,0.020584745204034544,0.021029411764705883,1.0,0.12296501558711465,0.07317014203686914,0.05091090846033009,0.053154070884908124,0.05676193711180124,0.012913998590643096,0.008561452141695765,0.014280342201748614,0.009700777340006388,0.012529622938126189,0.015019275250578258,0.2593869179455591,0.06170174337097593,0.04464616435522588,0.058933545335476234,0.029795499683537396,0.03180999180999181,0.0004916091260530491,0.0005374454802902206,0.00031366223058654837
0.014070067522183335,0.012635522959183673,0.018925392554040868,0.01484956950759408,0.12296501558711465,1.0,0.05024238998235606,0.04716301244560246,0.1017212927807666,0.04841006169909824,0.005663057667204177,0.003356454194637118,0.007895627326390195,0.006982029124181443,0.010191953408212991,0.008069978518762216,0.0426828882319802,0.1609410910850369,0.018699317974330058,0.03623064588207461,0.0458312846807614,0.02033220905274955,0.000983341045812124,0.0011477212950121946,0.0016908635065010786
0.013590623120316031,0.002120656894679696,0.00911030130655053,0.06080711450253188,0.07317014203686914,0.05024238998235606,1.0,0.20902610197259183,0.19291358864196004,0.1884879440573692,0.14384155863470738,0.11881148432758049,0.05707667361593699,0.01957043945174509,0.04305068585839946,0.09371355121277761,0.047593901981803105,0.050933882421609004,0.26182701542285747,0.12749846792061473,0.09118236924532978,0.10336166359998832,0.00029438316913294344,0.0004947592171809719,0.0005313182596375229
0.03774556293185205,0.022966373657039206,0.038662328818945296,0.06929291246772716,0.05091090846033009,0.04716301244560246,0.20902610197259183,1.0,0.40911159756388304,0.21264121586578574,0.11836659952389672,0.09947133236830512,0.06260608921015806,0.02926232509130524,0.052800876502977864,0.087809518360107,0.035743685915390046,0.04680906789279166,0.09555053485798598,0.4205522235427434,0.19325094835811865,0.13131659395823453,0.016807508809130314,0.026250279496161585,0.017905732962186845
0.03199305038471085,0.020296593391153292,0.035587022847427624,0.06376993844728307,0.053154070884908124,0.1017212927807666,0.19291358864196004,0.40911159756388304,1.0,0.18004239698050772,0.10982799955396967,0.09434191477945718,0.05678203782335522,0.026283422910383637,0.05065101631066136,0.08314786241926894,0.03600580403351971,0.07756107693079022,0.09098667572229024,0.25164457188032824,0.34484187266952077,0.12005883684091423,0.01870564859494749,0.029221887070577476,0.02039276000056963
0.02003698100521096,0.010420700580883646,0.014162317248115251,0.044014059654719724,0.05676193711180124,0.04841006169909824,0.1884879440573692,0.21264121586578574,0.18004239698050772,1.0,0.06801446185802079,0.054379003858944425,0.035499797354555836,0.015464497071660007,0.025941807044410414,0.05127571698768672,0.03411677504481441,0.03604274611398964,0.08663621124040508,0.1305057874095531,0.08512193801108363,0.2472823224847971,0.004073153843020651,0.00604401870224655,0.0044527053248636615
0.10730543433899475,0.08677633391982702,0.08956958168964574,0.12690316903074406,0.012913998590643096,0.005663057667204177,0.14384155863470738,0.11836659952389672,0.10982799955396967,0.06801446185802079,1.0,0.20676919656841447,0.1382858051138293,0.08900077634484786,0.09994903066143464,0.1551885620352849,0.018414414869650536,0.01897221568165764,0.0761300938921692,0.08244975106029873,0.06474656525548533,0.05084785323327926,0.008587083061871855,0.012765034546149318,0.009635149023638233
0.0667811473851861,0.058836807860841854,0.05701061187627004,0.09030156262580594,0.008561452141695765,0.003356454194637118,0.11881148432758049,0.09947133236830512,0.09434191477945718,0.054379003858944425,0.20676919656841447,1.0,0.10573388938434018,0.07171550031657187,0.08331803663864312,0.13490301806264765,0.017350861244182048,0.01599611358918871,0.07524799824649382,0.07834179732257039,0.06419732373930848,0.04841046484046952,0.00538616333822582,0.00817534389125557,0.006045973341846915
0.2161657783550559,0.09843482170455503,0.10640132922390066,0.1255836610548077,0.014280342201748614,0.007895627326390195,0.05707667361593699,0.06260608921015806,0.05678203782335522,0.035499797354555836,0.1382858051138293,0.10573388938434018,1.0,0.0804432292416175,0.0827415890694632,0.11157144779427908,0.013598721216894477,0.01305564825345801,0.029055135153488017,0.04399158663385983,0.032954518493914446,0.025224000133482388,0.011547344110854504,0.01687199083973678,0.01301841983317887
0.11172158195029178,0.20895688662779902,0.10182736591888278,0.09453863164243115,0.009700777340006388,0.006982029124181443,0.01957043945174509,0.02926232509130524,0.026283422910383637,0.015464497071660007,0.08900077634484786,0.07171550031657187,0.0804432292416175,1.0,0.06636865117889207,0.06662762511212092,0.007113826144789024,0.0075969671540706525,0.010078816432565717,0.020251620439767193,0.01543447305104997,0.011171460849917441,0.013979297833742396,0.02032506646027526,0.01596628149947315
