AptfungaCombined_assembly,AptfungaCombined_read,AttbisABBM1_assembly,AttbisABBM1_read,AttbisABBM2_assembly,AttbisABBM2_read,AttbisABBM3_assembly,AttbisABBM3_read,AttcapACBM1_assembly,AttcapACBM1_read,AttcapACBM2_assembly,AttcapACBM2_read,AttcapACBM3_assembly,AttcapACBM3_read,AttcepgaCombined_assembly,AttcepgaCombined_read,AttcolfgardenTop_assembly,AttcolfgardenTop_read,AttcolgardBottom_assembly,AttcolgardBottom_read,AttlaeALBM1_assembly,AttlaeALBM1_read,AttlaeALBM2_assembly,AttlaeALBM2_read,AttlaeALBM3_assembly,AttlaeALBM3_read,AttsexASBM1_assembly,AttsexASBM1_read,AttsexASBM2_assembly,AttsexASBM2_read,AttsexASBM3_assembly,AttsexASBM3_read,AttsexdGarden_assembly,CypfungaCombined_assembly,CypfungaCombined_read,FG1_assembly,FG1_read,FG2_assembly,FG2_read,FG3_assembly,FG3_read,GraSoiAngelo_129_assembly,GraSoiAngelo_129_read,MedBloCARef_M1_assembly,MedBloCARef_M1_read,MicForSoiBWH17_O_assembly,MicForSoiBWH17_O_read,MycgoeldiiGarden_assembly,S1_20metaG_assembly,S1_20metaG_read,S1TSphfallax_3_assembly,S1TSphfallax_3_read
1.0,0.9878901610466675,0.8653156630994273,0.8446974348165719,0.8259652274762511,0.8283196172986761,0.846857598778696,0.832868523848579,0.8165640077995963,0.8034228312086535,0.8403385066157085,0.8227309479089768,0.8635937357525223,0.8390994935152887,0.9321257869835363,0.9284229632668589,0.9330548922480221,0.9315694803887739,0.9358603988865074,0.9354184894490598,0.8613314903295609,0.8342976493495423,0.906869080789257,0.865945436519854,0.7882292280327314,0.7958249049892445,0.8747469139388068,0.8566185409042691,0.8250067298628501,0.822607108300664,0.8273623940267152,0.8226289833302406,0.920132304144638,0.9409711766645678,0.9388255243739454,0.7821271263944827,0.8215337784951089,0.7635883550270985,0.8033879697135908,0.7416388211358711,0.7933779592752245,0.7443046948065587,0.7235071786783683,0.7719832825581942,0.7250889323904743,0.7425252206555656,0.7458563790648923,0.9087742949866867,0.772019414292137,0.7457004227767918,0.7495785716184098,0.7337691507060955
0.9878901610466675,1.0,0.8634801294545575,0.8489523716849409,0.8311222203046429,0.8347533990885642,0.8478058475487084,0.8408184577552074,0.817045430014514,0.8117020261886031,0.8418540946737882,0.830458814056527,0.8607531199511508,0.8432470715160264,0.9262602599305074,0.9285653709779571,0.930051516543226,0.9336999612040736,0.9323392355058074,0.936855304591312,0.866419695865162,0.8418653646108679,0.9006892661894059,0.869884973976408,0.7928770127577542,0.8002702034361562,0.8800992292358505,0.8650620953579853,0.8324502292355583,0.8323303414034582,0.834159573407012,0.8320358588167043,0.9206415006510577,0.9372090480620541,0.9402814904278997,0.7746049792793954,0.8205462088553117,0.7539019828480953,0.8034161307104424,0.7283482476162016,0.7944852507713106,0.7465291222909688,0.7283468423166557,0.7752666231001922,0.7309096714045056,0.7288411250206434,0.7494727213239488,0.9109590384430297,0.7738542997463916,0.750988816921226,0.7544837951776129,0.7405907276524252
0.8653156630994273,0.8634801294545575,1.0,0.9724655915845103,0.9825254533097946,0.9584161462637173,0.9716440067012111,0.9538769932655117,0.9651410996585885,0.9429336512046007,0.9656635929709904,0.9460108172133491,0.9721230137359637,0.9564557410350732,0.8686320811797487,0.8694316001830507,0.8493869839991917,0.8560071333569715,0.8495671414614198,0.857197096469886,0.9055438706390224,0.8973325548964795,0.8920602285379505,0.9003582185517014,0.9668823058347856,0.9330404450257597,0.9643849539609757,0.9423883965784637,0.962447267778993,0.9346440294078654,0.9518624296351089,0.9275666174988533,0.8713141516076038,0.8688399679483464,0.8731008109189833,0.9050060783236312,0.9127568476735386,0.9181466877224865,0.9211204941865464,0.9122053017822144,0.915778803244508,0.7382481823858772,0.7223215863541699,0.7440550166947448,0.7201764705851678,0.7106857623393469,0.7419989680300672,0.8615715489458996,0.7488120077159081,0.7406212096054431,0.7540848906869074,0.7429131330946365
0.8446974348165719,0.8489523716849409,0.9724655915845103,1.0,0.9711637505894444,0.963565156513207,0.9428764420499601,0.9550406170284994,0.9348648932543597,0.9349758299763591,0.93915174935738,0.9531761817123696,0.9505122685582726,0.959505621959743,0.8494657621383782,0.8549493416761164,0.8432495549569325,0.8532191616773442,0.8422511083632613,0.8528151130385385,0.8889475859248562,0.9105017495165549,0.8689788466660477,0.899819158235497,0.9563427831736545,0.9370085881294452,0.95487554752586,0.9437120866872836,0.9536709286446923,0.937703421487235,0.9393301199488866,0.9301910506265956,0.8533861546933095,0.8464649972228312,0.8533501678819635,0.8686295841040048,0.878748396536838,0.8819284161591445,0.8895802542800332,0.8758065124663874,0.8823436273534708,0.7640486687020854,0.7829846510090563,0.7622135670746385,0.7624813869800698,0.6941014921687607,0.775816680554373,0.8546062020813157,0.7643535470967258,0.7808510713417339,0.766000672273787,0.790616568552719
0.8259652274762511,0.8311222203046429,0.9825254533097946,0.9711637505894444,1.0,0.974855054765178,0.9604102242258535,0.9540547072187745,0.9567309860004376,0.9440904902935007,0.9561353485875546,0.9484998842989518,0.9669614020156673,0.9606658813596044,0.8563275217880661,0.8585109000714124,0.8420178647846565,0.8502700465207153,0.8405027442615675,0.8494403810589416,0.8954290970199759,0.9001343400763913,0.8701111474606156,0.9034724245865424,0.9722527968058071,0.942750848549896,0.9689018485617943,0.9497911824817176,0.9675402878998776,0.9429090104488216,0.9543826648233197,0.9348772077200792,0.8403595295936307,0.8410019383060116,0.8468570054834634,0.8914355592171834,0.9001416633868169,0.9046851324853019,0.9096967173709289,0.8985884390869824,0.9030945795533464,0.7737785368870659,0.7542557242541158,0.7715269844109668,0.7483677588375995,0.7127685135096351,0.7709826393765032,0.8693379534304532,0.7731189753755557,0.7612431622089427,0.764007183958075,0.757462945077017
0.8283196172986761,0.8347533990885642,0.9584161462637173,0.963565156513207,0.974855054765178,1.0,0.9323572700176274,0.9450098782233308,0.9255568550316331,0.9308512269944529,0.929237599868,0.9411273477869345,0.943093676837736,0.9533362057794467,0.8429168471495445,0.8484515069180023,0.8433327218120936,0.853101878525962,0.8403142069135398,0.8502500372251903,0.880280515605396,0.9025114751752769,0.8560595832075776,0.8973396725433469,0.9516235922609239,0.9371291130016335,0.9504145626239068,0.9430582795418071,0.9495337596724074,0.9381476780737172,0.9336417295544662,0.9292739165313086,0.8403686720398108,0.8336864477813322,0.8396318967120454,0.8582609707916998,0.869255828709283,0.8715037814117982,0.880788820997429,0.8653585827645867,0.8737609003114837,0.8076029858905793,0.8143553421410883,0.80205601432043,0.7990745892326302,0.7339754166338777,0.8124276047970103,0.8607898382995036,0.7887447113282195,0.8033035108337819,0.7804633328997229,0.8023079027989485
0.846857598778696,0.8478058475487084,0.9716440067012111,0.9428764420499601,0.9604102242258535,0.9323572700176274,1.0,0.9549175516626922,0.9780320312642468,0.9392128073931166,0.9759554861222528,0.9361939054054447,0.9718274338363831,0.9389746797633248,0.8869475354764134,0.8847566483363474,0.8604437113220086,0.8646208763084375,0.8597925007071446,0.8653395817138984,0.9103745141650701,0.8845036294176448,0.9001915839663215,0.8727441428455689,0.8991220799944493,0.8683521525578684,0.9296651870460412,0.9085061322774398,0.9267375466691276,0.899195759862153,0.9111318514851902,0.8873291187883663,0.8502966521886884,0.8692653170029166,0.8711219288099407,0.927130927100705,0.9322290478787809,0.9396185511893103,0.9375911453485369,0.9340720485848735,0.9351937170136364,0.7404704669516181,0.7191669178008232,0.7546016206601122,0.7169144168854638,0.6961801968840956,0.7404587321251849,0.8375794172176771,0.7654728304336793,0.7393917907596451,0.7495274962124642,0.7305944930048913
0.832868523848579,0.8408184577552074,0.9538769932655117,0.9550406170284994,0.9540547072187745,0.9450098782233308,0.9549175516626922,1.0,0.9345657048525274,0.9285407644046423,0.9401192439991354,0.9473911653221261,0.9461199259870516,0.9494426544719345,0.8522614104888879,0.8576633945957701,0.8495678905036189,0.8597459715792996,0.8471322811597064,0.8575886918363179,0.8887392798613479,0.9034757822615488,0.8736794805815955,0.8877005167244647,0.9305756191294535,0.9114010562303536,0.9363413158230768,0.9263496946933099,0.9346984005124089,0.9193622340789529,0.9191947615526851,0.9104014930619534,0.8369263715548717,0.8415986512454804,0.848440931535725,0.871845542736995,0.8815155673932555,0.8851850333839294,0.8919897573950598,0.8790307054249961,0.8850211502385746,0.7696881731344276,0.7845829678893167,0.7687542282683343,0.7615851789780109,0.6997616670308012,0.7807989047324133,0.8395211883508589,0.767708720874861,0.7766094683138881,0.7637604713948578,0.7869494824073283
0.8165640077995963,0.817045430014514,0.9651410996585885,0.9348648932543597,0.9567309860004376,0.9255568550316331,0.9780320312642468,0.9345657048525274,1.0,0.9531661632124461,0.9727770118500358,0.9303601751679466,0.9652154907759728,0.9284321513894344,0.8847973618971511,0.8807640021642981,0.8173287510430713,0.8188104874792337,0.8234080930210261,0.8254182663207097,0.8924711394738303,0.8610440374377343,0.8970148694988811,0.8604931091730333,0.8506671178412608,0.8280853681965216,0.9177002605808994,0.8949726171767832,0.9159430405645633,0.8877923068508586,0.8924521672211502,0.8718347225365503,0.8288790485731016,0.8576806520964438,0.8568409168625316,0.9340438990418639,0.9377914795395226,0.946017815983655,0.9420287967237186,0.9408174433146996,0.940730468114931,0.7422893498341425,0.7151441367661481,0.7601594947403236,0.7164725675719357,0.7173375239082579,0.7394729179554709,0.8409821200950689,0.7611285286193757,0.7292732850639551,0.746811111404925,0.7264791576661462
0.8034228312086535,0.8117020261886031,0.9429336512046007,0.9349758299763591,0.9440904902935007,0.9308512269944529,0.9392128073931166,0.9285407644046423,0.9531661632124461,1.0,0.9386383681966494,0.9270071238423861,0.9379562229095548,0.9302232462386364,0.8384523636342501,0.8411628404912884,0.8076360666589351,0.8157923920150097,0.8048921076400714,0.8134724302470788,0.8792921572590634,0.8739571021425936,0.8678053390942764,0.8724853953131432,0.9006031234487809,0.8830925530003333,0.9166613841149319,0.9065777492523515,0.915022420292982,0.9008310987475016,0.8965518711906991,0.8886064361757118,0.826143998540492,0.8279125100422232,0.8337007227441563,0.8771838068181605,0.8864260374121439,0.8904543723835991,0.8968269198846256,0.8843909902142214,0.8903835578308191,0.7872337518904892,0.7870432157295577,0.7893562494249862,0.7702881805733539,0.7274475022060566,0.787899949650847,0.8325012946461933,0.7751440423951164,0.7802693611568087,0.7700233362763866,0.7860334588614204
0.8403385066157085,0.8418540946737882,0.9656635929709904,0.93915174935738,0.9561353485875546,0.929237599868,0.9759554861222528,0.9401192439991354,0.9727770118500358,0.9386383681966494,1.0,0.9580290727343876,0.9816858993880118,0.9497362204502903,0.8795888953554539,0.8785145409090156,0.8504313428863448,0.8528222526316678,0.8497802046490947,0.8537467338241272,0.908810428693812,0.8856058553141222,0.9104000156032998,0.8800530939776027,0.8877131466435212,0.859908779607482,0.9318574058794579,0.9121546852966617,0.9309503584039621,0.9051060822799064,0.9029802147739731,0.8859542014905365,0.8371970607079693,0.8817510456939759,0.8810641308853319,0.9224947635020255,0.9291735603437611,0.9362718485524616,0.9369073990264672,0.9303174885493818,0.9329065921141303,0.7675777152364105,0.7355566052377941,0.7758111960584724,0.7286979072261759,0.7268660802659132,0.7564979990947918,0.8473613877071463,0.7665060134278314,0.7408687583888004,0.7513366158351183,0.733842314076366
0.8227309479089768,0.830458814056527,0.9460108172133491,0.9531761817123696,0.9484998842989518,0.9411273477869345,0.9361939054054447,0.9473911653221261,0.9303601751679466,0.9270071238423861,0.9580290727343876,1.0,0.9512362922776647,0.9536956120054662,0.8421621644889971,0.8470005764285998,0.8329374263077539,0.8424511180813915,0.8314130623583745,0.8405320336259436,0.8881739337019762,0.9088158896364349,0.8806475566271976,0.8907409034371897,0.9244436682212518,0.9084608972539795,0.9332954868701565,0.9252941894399491,0.9327050055235997,0.9202869471100977,0.9127729728778924,0.9078087362179169,0.830849914396947,0.8459313201253705,0.8505423948495402,0.8721056002970994,0.8822623600043168,0.8862464789513094,0.8937359862308296,0.879843856648352,0.8866264862096994,0.8072122944392989,0.8071740856752266,0.8090062978476005,0.7938390294334075,0.743300361750817,0.8112874641032615,0.8469469236009958,0.7863227456785165,0.7955040771564756,0.7787995627693167,0.7941938334584548
0.8635937357525223,0.8607531199511508,0.9721230137359637,0.9505122685582726,0.9669614020156673,0.943093676837736,0.9718274338363831,0.9461199259870516,0.9652154907759728,0.9379562229095548,0.9816858993880118,0.9512362922776647,1.0,0.9662964818603054,0.8718209325839287,0.8718160391071417,0.8411547223931879,0.8449799603385494,0.8361646804410077,0.8412533645824645,0.908559734153982,0.8915096453910101,0.9023023903631189,0.8898308553714652,0.939469360150083,0.9064329503018067,0.9471551210827134,0.9264049796388254,0.9458891831773674,0.9188843087289936,0.9331721530144349,0.9098957149454969,0.8669575445612231,0.8710881324853088,0.873937396899178,0.9129677465198635,0.920470569146829,0.9269468166884414,0.9292984312758976,0.9208343401114137,0.9244427508523593,0.7453916280139082,0.7236233406730704,0.7547011357721221,0.7225357799806675,0.723659129111359,0.7455397767826951,0.8722706567853613,0.7644540092079865,0.7418165813245763,0.7546396135162526,0.7401466794536425
0.8390994935152887,0.8432470715160264,0.9564557410350732,0.959505621959743,0.9606658813596044,0.9533362057794467,0.9389746797633248,0.9494426544719345,0.9284321513894344,0.9302232462386364,0.9497362204502903,0.9536956120054662,0.9662964818603054,1.0,0.8450031016538296,0.849515728473429,0.8333643094019834,0.8427264581593711,0.8315195279297598,0.840287811805732,0.8914113729903056,0.9060878709718367,0.8764213976899687,0.8962695268052876,0.9448131405040865,0.9269423299850893,0.9466401078336882,0.9367951907322003,0.9459220316237328,0.9312815427734675,0.9307075586163223,0.9232494670418704,0.8474442823981442,0.8427696554565715,0.8493632275785018,0.8714079110528071,0.88152528891316,0.8856141497201674,0.8930538489833406,0.8792157560165426,0.8859532851758487,0.7648779410852568,0.7797745369947671,0.767663224994808,0.7627761070742604,0.7079378258909889,0.7788918936103284,0.863356919560988,0.7662029553331303,0.7812900639381956,0.7659542841027948,0.7864461683732379
0.9321257869835363,0.9262602599305074,0.8686320811797487,0.8494657621383782,0.8563275217880661,0.8429168471495445,0.8869475354764134,0.8522614104888879,0.8847973618971511,0.8384523636342501,0.8795888953554539,0.8421621644889971,0.8718209325839287,0.8450031016538296,1.0,0.9851941088077982,0.9472008284121523,0.9409517160245491,0.9511104917116667,0.9469573507231275,0.8575634052400042,0.8276363434196328,0.8765905521328295,0.8418970522656652,0.7975648071945292,0.796769361049572,0.8860225412544614,0.8650696255662997,0.8626420282260655,0.843275441882692,0.8485058634478069,0.8333471027643813,0.9139777644277668,0.9413490193035352,0.9355418472046335,0.8904789182894134,0.8893777406898825,0.895903302752844,0.8842948398671513,0.8940408380281817,0.8887364481661105,0.6894046469110447,0.677009716905531,0.7300390367831572,0.6747298777749433,0.7212928840876995,0.7097534226829786,0.8819276247284119,0.7091816430158309,0.6893935657112058,0.7087133375214214,0.6941558031744965
